Top pages,Clicks,Impressions,CTR,Position
https://tempus.ru/catalog/watches/timex/weekender/muzhskie/,18,313,5.75%,6.73
https://tempus.ru/catalog/watches/casio/beside/casio_bms_300d_1a/,18,313,5.75%,6.75
https://tempus.ru/catalog/watches/casio/edifice/casio_efb_109d_2a/,18,309,5.83%,6.5
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_218hc_8a/,18,302,5.96%,5.95
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_526d_5c/,18,295,6.1%,4.77
https://tempus.ru/catalog/watches/casio/edifice/casio_eqs_920db_1a/,18,268,6.72%,5.37
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_570d_1a/,18,263,6.84%,5.56
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_2100ym_8a/,18,258,6.98%,8.7
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2200bb_1a/,18,257,7%,6.49
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_snkl41j1/,18,255,7.06%,6.82
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_srpe55k1/,18,227,7.93%,5.7
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_b650wb_1b/,18,214,8.41%,5.94
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b185d_2a1/,18,209,8.61%,4.83
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpd53k1/,18,208,8.65%,4.37
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v002d_7b3/,18,206,8.74%,5.28
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_c100d_1b/,18,202,8.91%,5.77
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_2200dd_1a/,18,201,8.96%,5.06
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_c110l_1a/,18,195,9.23%,4.56
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_40mp_1a/,18,194,9.28%,7.33
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v007sg_9e/,18,192,9.38%,4.57
https://tempus.ru/catalog/watches/casio/g_shock/casio_gd_b500_7e/,18,191,9.42%,5.3
https://tempus.ru/catalog/watches/orient/orient_star/orient_re_av0b08l/,18,183,9.84%,4.49
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_100l_7a/,18,157,11.46%,6.27
https://tempus.ru/catalog/watches/orient/casual/orient_ra_wj0001e/,18,147,12.24%,4.43
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_snk381k1/,18,144,12.5%,8.52
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpk91k1/,18,141,12.77%,3.59
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_snk623k1/,18,108,16.67%,6.53
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_aa0005b/,17,4898,0.35%,10.19
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbx_100_8e/,17,704,2.41%,7.79
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_aq_230a_4a/,17,612,2.78%,5.48
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1374d_2a3/,17,482,3.53%,6.31
https://tempus.ru/delivery/,17,477,3.56%,4.08
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd01d_2e/,17,454,3.74%,5.89
https://tempus.ru/catalog/watches/casio/g_shock/casio_gd_350_1e/,17,440,3.86%,7.35
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_la_680wa_1e/,17,437,3.89%,5.57
https://tempus.ru/catalog/watches/casio/casio_collections/casio_aeq_100w_1a/,17,426,3.99%,22.91
https://tempus.ru/catalog/watches/casio/oceanus/casio_ocw_t200s_1a/,17,409,4.16%,8.38
https://tempus.ru/catalog/watches/timex/expedition/,17,409,4.16%,9.23
https://tempus.ru/catalog/watches/emporio_armani/ea_diver/,17,349,4.87%,5.95
https://tempus.ru/catalog/watches/casio/sports/casio_ws_b1000_1a/,17,332,5.12%,5.85
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v300d_7a/,17,330,5.15%,5.48
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtd_125d_2a1/,17,305,5.57%,5.77
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpg35k1/,17,277,6.14%,6.03
https://tempus.ru/catalog/watches/casio/casio_collections/casio_amw_870da_2a2/,17,270,6.3%,5.46
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_9052gbx_1a9/,17,259,6.56%,6.46
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b205m_2e/,17,254,6.69%,4.45
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1302d_7a2/,17,242,7.02%,4.74
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_552d_2a/,17,239,7.11%,7.52
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd01b_1b/,17,230,7.39%,5.19
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtd_135d_1a/,17,222,7.66%,5.19
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v002d_7a/,17,217,7.83%,4.23
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_2200pb_1a/,17,208,8.17%,4.38
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_aq_230gg_2a/,17,198,8.59%,7.11
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_ac0r03y/,17,188,9.04%,5.11
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_c110dc_1a/,17,188,9.04%,5.63
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_c120d_2a/,17,185,9.19%,8.05
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_snxs75k1/,17,184,9.24%,6.8
https://tempus.ru/catalog/watches/casio/g_shock/casio_gmc_b2100bt_1a/,17,183,9.29%,4.2
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_600d_3c/,17,181,9.39%,5.21
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_40bk_1a/,17,180,9.44%,4.83
https://tempus.ru/catalog/watches/tissot/Classic_Dream/tissot_t129_410_16_013_00/,17,179,9.5%,5.15
https://tempus.ru/catalog/watches/casio/edifice/casio_eqs_920db_2a/,17,178,9.55%,5.21
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_219h_8b/,17,162,10.49%,4.92
https://tempus.ru/catalog/watches/orient/sun_moon_classic/orient_ra_ak0011d/,17,160,10.62%,5.18
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1314d_5a/,17,159,10.69%,4.42
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_aa0c01b/,17,134,12.69%,3.29
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_1100g_5e/,17,124,13.71%,6.22
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1335d_4a/,17,110,15.45%,3.59
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b160l_1b2/,17,110,15.45%,5.38
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_217hm_5a/,17,109,15.6%,2.22
https://tempus.ru/catalog/watches/casio/edifice/casio_ecb_40pb_1a/,17,100,17%,8.11
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_ak0702y/,17,78,21.79%,4.01
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v300d_1a2/,17,75,22.67%,3.8
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_574de_7a/,17,71,23.94%,2.61
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_snkk87k1/,17,65,26.15%,7.57
https://tempus.ru/catalog/watches/casio/yaponiya/,16,1034,1.55%,6.22
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_ssk021k1/,16,743,2.15%,9.25
https://tempus.ru/catalog/watches/casio/g_shock/casio_gaw_100b_1a/,16,539,2.97%,7.22
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2000s_7a/,16,505,3.17%,5.37
https://tempus.ru/catalog/watches/casio/g_shock/kompas/,16,481,3.33%,12.2
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_010_2a/,16,419,3.82%,7.95
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1314l_8a/,16,376,4.26%,4.78
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b205m_5e/,16,375,4.27%,4.72
https://tempus.ru/catalog/watches/casio/casio_collections/casio_amw_880d_9a/,16,328,4.88%,5.23
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_168wegb_1b/,16,312,5.13%,12.96
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vt01d_1b/,16,305,5.25%,6.19
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_b650wd_1a/,16,304,5.26%,5.67
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v006d_2b/,16,293,5.46%,5.61
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_900a_1a9/,16,287,5.57%,8.49
https://tempus.ru/catalog/watches/casio/edifice/casio_efb_108d_7a/,16,264,6.06%,5.69
https://tempus.ru/catalog/watches/casio/g_shock/casio_dw_5600hr_1e/,16,258,6.2%,8.97
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_219h_1a/,16,247,6.48%,5.07
https://tempus.ru/catalog/watches/obaku/strand/,16,233,6.87%,5.38
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ae_1000wd_1a/,16,231,6.93%,7.89
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2110et_8a/,16,228,7.02%,11.93
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mrw_200h_3b/,16,217,7.37%,4.13
https://tempus.ru/catalog/watches/french_connection/,16,215,7.44%,5.48
https://tempus.ru/catalog/watches/casio/casio_collections/casio_amw_880d_2a1/,16,204,7.84%,4.33
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_m305m_8a/,16,198,8.08%,4.66
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1384l_1a/,16,194,8.25%,7.24
https://tempus.ru/catalog/watches/casio/g_shock/casio_gd_b500s_8e/,16,189,8.47%,4.79
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_b2100mf_1a/,16,172,9.3%,6.69
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_srpk87k1/,16,166,9.64%,3.61
https://tempus.ru/catalog/watches/tissot/prc_200/tissot_t114_417_11_047_00/,16,164,9.76%,6.56
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_s2100b_8a/,16,163,9.82%,16.05
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_540d_1a2/,16,152,10.53%,5.29
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_aq_230em_7a/,16,151,10.6%,5
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1303pl_7b/,16,143,11.19%,3.98
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_650l_7a/,16,143,11.19%,4.72
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_m100l_1a/,16,143,11.19%,4.82
https://tempus.ru/catalog/watches/casio/g_shock/casio_gmw_bz5000gd_9e/,16,143,11.19%,5.13
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_aa0003r/,16,136,11.76%,5.81
https://tempus.ru/catalog/watches/orient/diver/orient_re_au0303b/,16,134,11.94%,4.69
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_b150d_7b/,16,126,12.7%,6.6
https://tempus.ru/catalog/watches/casio/edifice/casio_efs_s640d_1a/,16,112,14.29%,8.35
https://tempus.ru/catalog/watches/longines/longines_lyre/longines_l4_860_4_92_6/,16,84,19.05%,4.77
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_ac0q05p/,16,80,20%,5.95
https://tempus.ru/catalog/watches/orient/automatic/orient_rn_ag0005s/,16,51,31.37%,3.35
https://tempus.ru/about/,15,977,1.54%,5.81
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2100_9a9/,15,837,1.79%,6.15
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_168wa_5a/,15,743,2.02%,8.27
https://tempus.ru/catalog/watches/casio/edifice/sapfirovoe/,15,600,2.5%,9.79
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prg_601yb_3e/,15,542,2.77%,8.61
https://tempus.ru/catalog/watches/seiko/astron/,15,482,3.11%,10.4
https://tempus.ru/catalog/watches/casio/edifice/casio_efs_s570d_5a/,15,437,3.43%,8.91
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v004l_1a/,15,411,3.65%,6.5
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v300b_1a/,15,401,3.74%,6.48
https://tempus.ru/catalog/watches/casio/casio_collections/casio_f_91wm_9a/,15,346,4.34%,5.01
https://tempus.ru/catalog/watches/seiko/seiko_5/seiko_snka05k1/,15,331,4.53%,13.37
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpd57k1/,15,328,4.57%,6.19
https://tempus.ru/catalog/watches/juicy_couture/,15,327,4.59%,6.5
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1374d_2a/,15,305,4.92%,4.36
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_540dc_1a/,15,291,5.15%,7.71
https://tempus.ru/catalog/watches/casio/g_shock/casio_mtg_b2000d_1a/,15,288,5.21%,7.46
https://tempus.ru/catalog/watches/junkers/,15,272,5.51%,7.34
https://tempus.ru/catalog/watches/Citizen/Citizen_Tsuyosa/citizen_nj0150_81a/,15,264,5.68%,4.53
https://tempus.ru/catalog/watches/casio/casio_collections/casio_w_735h_2a/,15,255,5.88%,4.24
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v006d_7b/,15,231,6.49%,4.86
https://tempus.ru/catalog/watches/casio/edifice/casio_efr_539l_1a/,15,220,6.82%,7.33
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_aa0001b/,15,205,7.32%,4.37
https://tempus.ru/catalog/watches/orient/quartz_contemporary/orient_ra_ar0009l/,15,204,7.35%,6.6
https://tempus.ru/catalog/watches/casio/g_shock/casio_AWG-M100A-1A/,15,203,7.39%,7.09
https://tempus.ru/catalog/watches/casio/sports/casio_str_300c_1/,15,193,7.77%,10.99
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2100srs_7a/,15,192,7.81%,8.54
https://tempus.ru/catalog/watches/casio/g_shock/casio_gbm_2100a_4b/,15,191,7.85%,4.71
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd02d_1e/,15,188,7.98%,4.27
https://tempus.ru/catalog/watches/seiko/discover_more/seiko_sur571p1/,15,186,8.06%,4.91
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1302da_2a1/,15,180,8.33%,5.85
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpj81k1/,15,179,8.38%,5.54
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_a_168xes_1b/,15,178,8.43%,4.61
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_1302d_7b/,15,177,8.47%,5.38
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_b140d_1a/,15,176,8.52%,4.97
https://tempus.ru/catalog/watches/casio/g_shock/casio_gmw_b5000bpc_1e/,15,176,8.52%,5.48
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpk31k1/,15,175,8.57%,4.42
https://tempus.ru/catalog/watches/casio/edifice/casio_efv_640l_2a/,15,173,8.67%,4.38
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_v300g_1a/,15,171,8.77%,5.27
https://tempus.ru/catalog/watches/seiko/essential_time/seiko_swr052/,15,170,8.82%,6.44
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_1335d_5a/,15,161,9.32%,4.52
https://tempus.ru/catalog/watches/casio/casio_vintage/casio_aq_230em_2a/,15,161,9.32%,6.04
https://tempus.ru/catalog/watches/casio/g_shock/casio_mtg_b2000bd_1a4/,15,160,9.38%,5.24
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_b2100ct_5a/,15,159,9.43%,7.01
https://tempus.ru/catalog/watches/seiko/seiko_5_sports/seiko_srpj89k1/,15,155,9.68%,4.17
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_ac0e01b/,15,147,10.2%,4.93
https://tempus.ru/catalog/watches/casio/g_shock/casio_ga_2100hds_7a/,15,145,10.34%,4.9
https://tempus.ru/catalog/watches/casio/casio_collections/casio_ltp_v300d_7a2/,15,144,10.42%,5.1
https://tempus.ru/catalog/watches/orient/automatic/orient_re_au0002s/,15,133,11.28%,4.24
https://tempus.ru/catalog/watches/casio/casio_protrek/casio_prg_340ans_3e/,15,129,11.63%,6.18
https://tempus.ru/catalog/watches/casio/g_shock/casio_gm_5600mf_2e/,15,124,12.1%,4.82
https://tempus.ru/catalog/watches/casio/casio_collections/casio_mtp_vd300d_7e/,15,107,14.02%,8.73
https://tempus.ru/catalog/watches/seiko/discover_more/seiko_ssb449p1/,15,106,14.15%,5.35
https://tempus.ru/catalog/watches/seiko/discover_more/seiko_sur559p1/,15,103,14.56%,5.03
https://tempus.ru/catalog/watches/orient/automatic/orient_ra_aa0b03l/,15,96,15.62%,4.31
https://tempus.ru/catalog/watches/orient/automatic/orient_rn_ac0f02s/,15,87,17.24%,4.69
